Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.111,muertes.Total 
13303,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,1,,1,,,,,,,,1,1,,,,2,,1,,1,,,2,1,2,,,2,1,1,,1,1,1,2,2,2,,1,4,1,2,1,2,2,2,3,4,4,2,4,1,5,3,1,1,,2,1,,1,,3,2,3,1,,,,,,,,,,,,,,,,85
13401,52,2,,2,,,1,,3,,1,,,,2,3,1,3,1,,5,7,4,6,5,8,4,5,6,2,5,2,1,3,7,8,10,6,6,7,4,14,10,10,9,8,13,10,15,15,15,14,13,12,16,23,23,19,16,22,12,16,17,20,22,24,20,32,35,26,31,36,26,31,33,46,36,49,43,45,36,48,37,37,33,36,31,37,40,28,21,23,16,13,17,13,9,6,4,3,3,1,,,,1,,,,,,1552
13402,11,1,,,,,,,1,,,,,,,,,1,,,,1,1,2,2,,1,2,1,,1,,2,1,1,2,1,1,1,2,1,1,2,1,4,3,3,1,2,,3,5,3,2,2,,8,6,3,2,3,5,6,3,5,5,6,8,8,8,4,4,11,5,8,14,10,4,9,13,11,9,14,15,13,8,11,5,10,6,4,5,5,8,4,3,3,,1,1,,,,,,,,,,,,363
13403,2,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,1,,,1,,,1,,2,1,1,,1,,2,1,3,1,,,,2,,2,1,2,1,1,1,1,,,,1,4,3,1,2,3,2,2,7,4,3,1,4,4,1,1,3,1,1,1,,,2,1,1,,1,,,,,,,,,,,,,,,87
13404,6,,1,,,,1,,,,,,,,1,,1,1,1,2,1,1,,,2,,,,,,,,,2,,,,1,1,2,1,,3,1,1,4,2,1,3,6,3,5,1,1,1,3,2,5,8,2,7,2,5,3,6,2,3,7,2,5,2,5,4,7,4,9,8,5,4,7,5,5,8,6,3,5,5,6,1,6,3,3,4,1,2,1,,2,1,,,,,,,,,,,,,241
13501,11,1,1,1,,,,,1,1,,2,,,1,1,,2,1,1,,2,2,1,,1,3,1,,2,2,,2,4,4,2,1,2,5,2,,7,1,4,5,6,7,6,6,8,5,5,7,2,5,7,3,8,15,11,6,10,6,5,12,7,11,10,9,11,16,8,14,18,18,13,17,20,14,19,17,11,12,14,12,21,13,8,8,9,17,11,6,4,3,3,2,3,1,2,,1,,,,,,,,,,600
13502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,1,,,,,2,,1,,1,,,2,1,,1,1,,,,,1,,,,,,,,1,2,,,1,,1,,1,,,,1,,,,,,,,,,,,,23
13503,3,,,,,,,1,,,,,,,,,,1,1,,,,1,,,,1,1,1,,,1,,,1,,3,1,,,,1,,,,,,1,1,,1,,,3,2,2,2,,1,3,,3,5,1,2,5,4,3,4,1,4,1,5,,5,4,6,4,2,7,4,4,3,3,7,5,3,9,,3,,2,2,3,3,2,,,,,,,,,,,,,,,,152
13504,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,2,,1,,,1,,,1,,,,1,,3,1,,1,1,1,1,,,1,2,1,3,1,2,2,1,2,3,2,1,1,1,1,,1,1,2,3,,,2,,2,,1,,,,,,,,,,,,1,,,,,,56
13505,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,2,1,,,1,,,,1,,2,,1,2,,1,1,,2,,1,,,1,4,1,3,,2,1,,3,2,2,,4,,2,1,,1,,,,1,,,,,,,,,,,,,,47
13601,8,1,,,,,1,1,,1,,,,,,,,1,,2,,1,,3,1,2,,1,1,,,1,,3,,1,2,,1,1,1,,4,2,1,,3,1,1,1,1,3,4,4,4,2,5,4,6,6,4,1,6,9,6,6,4,6,8,2,6,10,5,7,6,3,8,5,11,10,10,7,12,8,5,1,7,4,4,2,6,2,1,4,4,2,4,1,1,2,,,,1,,,,,,,,297
13602,2,,,,,1,1,,,,,,,,,1,,,,1,,1,,,,,2,,1,1,,,,,,1,1,,,1,1,1,3,,,3,2,,2,,3,1,2,2,,,2,,2,,4,4,2,5,,2,1,1,4,3,1,4,2,,3,6,4,6,4,5,1,,4,3,6,5,4,6,4,4,4,1,3,1,,,1,,2,,1,,,,,,,,,,,149
13603,2,1,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,1,,3,1,,2,,,1,1,2,,1,1,2,1,1,,2,7,1,,,,3,1,1,2,4,,1,3,4,1,3,1,3,4,6,4,3,6,3,3,1,8,4,7,3,6,3,3,5,4,2,3,1,5,1,5,3,1,4,,,,,,,2,,,,,,,,,,,162
13604,5,,,,,,,1,,,,,,,,,,1,1,,2,1,2,,,,,,,,,,1,2,1,,1,1,,,,1,3,,1,1,3,3,5,,3,2,,4,3,4,2,2,4,1,5,3,6,4,3,2,4,8,4,5,4,2,4,4,3,2,10,6,3,2,4,7,1,6,5,7,4,4,4,2,1,1,3,4,2,3,6,,,,,,,,,,,,,,,209
13605,9,,,,,,,2,,,,,1,,,1,,1,,,3,,1,1,,1,,1,,1,,1,,1,,,1,2,1,1,1,1,1,,2,1,1,2,2,3,4,3,1,1,6,5,4,2,9,11,9,5,5,7,6,8,3,9,4,14,6,7,9,11,7,8,16,9,6,9,11,12,10,9,12,1,8,8,8,13,9,7,6,5,9,2,1,3,,1,1,,,,,1,,,,,,384
14101,19,1,2,1,1,,,1,,,,,,2,,2,3,1,,1,3,1,,5,2,3,5,4,1,2,2,3,1,1,2,1,2,4,3,4,3,3,4,3,2,7,7,8,7,9,6,11,6,8,8,10,5,7,13,15,12,11,20,14,13,19,16,10,21,20,14,17,17,22,17,21,33,26,28,30,20,31,24,29,15,26,19,20,9,17,11,18,10,8,12,7,4,5,3,4,3,1,1,1,1,,1,,,,,906
14102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,1,,,,,,,,,,,1,,1,1,,1,1,2,2,1,,1,,2,3,2,1,1,,1,1,,,,1,2,,,1,1,,,,,,,,,,,,,,,,32
14103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,1,1,1,,3,1,1,1,,1,1,,,3,2,,1,,,3,,,1,5,2,2,2,2,5,3,2,2,2,2,3,2,3,2,6,7,4,1,1,1,4,5,2,3,7,,3,2,5,,5,1,2,1,,,1,,,,,,,,,,,,,126
14104,3,,1,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,1,,1,1,,,,2,2,5,3,,,,,1,1,,,,,1,1,2,,,1,,2,3,2,1,,1,2,1,2,5,4,3,3,2,3,6,,5,2,1,2,3,1,,4,4,1,,4,3,3,1,1,1,,1,,1,,1,,,,,,,,,,,108
14105,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,1,2,,,,,,2,1,,1,,1,1,2,1,,1,,3,1,,1,2,,,,1,4,2,2,5,,2,1,2,5,,,1,3,,,3,1,,,,,1,,,,,,,,,,,,,,58
14106,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,,2,,,1,3,1,,1,,,1,1,1,,,1,1,,4,,2,,1,2,3,1,1,1,5,3,2,3,1,3,3,1,,2,,4,1,2,3,4,3,1,3,4,5,,2,5,4,,3,4,6,3,2,2,5,1,,1,1,1,2,,,,,,,,,,,128
14107,4,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,2,,,1,,1,,,,,,1,,,2,3,,2,,2,3,1,2,3,1,1,2,3,2,1,,2,1,3,1,,3,2,2,2,1,3,1,3,6,4,5,7,5,6,1,2,4,4,6,7,4,2,3,5,2,4,3,1,1,2,1,3,1,1,1,,,,,,,,,,,155
14108,7,,,,,,,,,,1,,,,,,1,1,1,,1,,,,,2,,,1,,,,3,,1,1,1,,1,1,4,1,2,,3,3,3,3,4,2,3,1,6,2,,,1,3,2,1,4,3,2,2,3,3,2,4,2,5,3,4,6,3,5,5,8,8,8,10,5,2,2,14,6,7,10,2,4,1,6,4,2,1,2,2,2,,1,1,,,1,,,,1,,,,,233
14201,7,,,,,,1,,,1,,,,,,,,1,,2,,,1,3,,1,,,1,1,3,,,,1,1,1,,1,3,1,1,,1,2,,4,,1,1,4,1,1,2,6,1,1,1,6,2,1,1,5,5,5,8,5,6,6,10,1,9,5,4,3,10,7,8,7,10,8,4,5,5,12,7,3,7,5,4,4,3,3,7,2,2,1,1,1,1,,1,,,,,,,,,,267
14202,2,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,1,1,1,,,,,,1,1,,3,1,,,,1,,1,2,2,,1,,3,,2,2,,,2,1,,1,3,2,3,2,,1,3,1,2,2,6,3,4,,1,7,1,5,1,,,1,,,1,,,2,,1,,,,,1,,,,,,,,87
14203,1,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,1,,2,,1,,,,,,1,1,,,1,,,,,,,,1,,1,1,1,,,3,1,1,1,1,1,1,1,3,2,,1,3,1,3,3,4,2,,3,,2,1,1,,,1,1,,,1,,,,,,,,,,,,,,,,60
14204,4,1,,,,,,,,,,,,,1,,,,2,1,,,,,,,,,,1,2,,1,1,,,,,1,,1,,,1,2,,2,2,,2,,2,4,1,2,1,5,6,2,4,5,4,7,1,4,4,2,8,5,10,9,5,4,4,8,2,4,6,8,3,2,10,4,11,8,7,5,8,2,7,3,5,4,5,2,2,2,1,2,1,1,,,,,,1,,,,,248
15101,25,2,1,,2,3,,1,2,,,,,1,1,2,1,1,1,2,1,1,,1,5,2,2,1,1,1,1,2,3,1,2,3,1,12,7,6,2,4,5,4,3,2,7,3,10,9,7,11,8,8,7,7,9,14,17,17,9,17,19,10,24,12,27,21,28,25,23,16,23,24,25,36,39,26,23,26,30,30,19,24,23,25,19,25,17,20,17,12,14,7,10,3,4,6,1,1,2,,2,1,1,,,,,,,1018
15102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
15201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,1,,,1,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,11
15202,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4
